Tanggapan,L_Layanan,L_Fasilitas
mungkin di tambahin beberapa lagi bahasa,0,0
sudah baik.,0,0
-,0,0
penjelasan sudah bagus,0,1
"sudah bagus,",0,0
ys,0,0
good,1,1
masih perlu perbaikan maksimal,0,0
-,0,0
Diperbaik,0,0
harga lebih bersahabat dengan kantong mahasisngkatkanwa.pembelajaran yang baik harus diti,0,0
permudah birokrasi dalam pendaftaran yg menyangkut sidang dan akademis,1,1
Cukup baik,0,0
Bagus,0,0
Sudah Baik,0,0
"Sudah cukup baik, hanya kurang publikasi sehingga tidak banyak yang tahu program-programnya. bahkan kadang baru tahu gedungnya saat mau tes eprt menjelang TA.",0,0
Tidak ada,0,1
Baik,1,1
ditingkatkan terus kinerjannya untuk selalu menjadi yg terbaik,0,1
-,0,0
pelayanan yang diberikan sangat sekali bermanfaat bagi seluruh mahasiswa,0,0
Sangat Baik,1,1
pertahankan,0,0
pelayanan tempatmya kurang memuaskan,0,0
belum pernah mencoba.,1,1
sudah cukup baik,0,0
-,0,0
cukup,0,0
Jika bisa harga untuk kursus bahasa di turunkan.,1,1
tolong di perbaikin lgi,0,0
percepat,1,1
Tidak ada masukan karena belum pernah memakai salah satu dari fasilitas di atas.,0,1
sip,0,0
lebih ditingkatkan lg,0,0
Cukup,1,1
-,0,1
Lebih ditingkatkan lagi,0,0
sudah bagus,0,1
bagus,0,0
sudah bagus,0,0
tingkatkan agar menjadi yang terbaik,0,0
Bagus,0,0
semoga makin baik,0,0
minimalisir miskomunikasi,0,0
Sudah bagus,0,0
Good,0,0
"sudah baik, akan tetapi tingkatkan lagi",0,1
terapkan pelayanan same day finish,1,1
baik,0,0
Dapat membuka kelas course toefl dan ielts,0,0
Sudah cukup baik,0,0
,0,0
Baik,0,0
-,0,0
Semoga tetap memuaskan,0,0
-,0,0
Bagus dan memudahkan mahasiswa dalam belajar bahasa asing,0,0
sudah cukup baik,0,0
dipermudah aja buat score toeflnya hehe,0,0
Semoga lebih baik lagi kedepannya,0,1
"Saya pribadi jarang ada urusan di Layanan Pusat Bahasa, tapi sejauh yang saya ketahui selama menjadi ESAP Helper fasilitas yang ada sudah cukup baik.",0,1
baik,1,1
Bagus,0,0
saya sudah cukup puas dengan pelayanan dalam bidang layanan pusat bahasa,0,0
layanan pusat bahasa perlu mengadakan program yang tidak memungut biaya yang membantu mahasiswa dalam meningkatkan kemampuan bahasa,0,0
bagus,0,0
baik,1,1
-,0,0
Sudah cukup baik,1,1
sudah cukup baik,1,1
sudah baik,0,0
suka susah masuk ke pusat bahasa jika online bareng2 di dalam kelas,1,1
"Layanan nya sangat bagus, hanya saja informaai terkait pusat bahasa kurang.",1,1
Lebih diperbanyak tentang informasi pusat bahasa,0,0
Sudah baik,1,1
cukup bagus,0,0
no comment,0,0
tidak ada,0,0
lebih ditingkatkan lagi,0,0
tidak tahu,1,1
Diperbaiki lg,0,0
Semoga lebih baik lagi kedepannya.,0,0
cukup,0,0
sudah baik lebih ditingkatkan lagi,0,0
"lebih ditingkatkan ,dan dikembangkan.",0,0
Sudah baik,0,0
Semoga lebih ditingkatkan lagi pelayanannya,0,0
cukup bagi saya,0,0
,0,1
cukup,0,0
lebih ditambah program program bahasa asing,1,1
ditingkatkan lagi pelayanan dan kinerjanya dengan baik,0,0
-,0,0
-,0,1
tidak ada,1,1
Lebih baik,0,0
-,0,0
Belum berjalan dengan baik dan menyeliruh,1,1
semoga lebih baik,0,0
ok,1,1
"Pelayanan pusat bahasa hanya menyiapkan pembelajaran bahasa inggris dan bahasa indonesia, agar menjadi mahasiswa yang dikatakan world class university, memberikan pembelajaran bahasa yang lebih banyak itu lebih baik",0,0
baik,0,0
jangan dibuat rumir prosedurnya,1,1
baik,1,1
layanan pusat bahasa sudah baik,0,0
"Menurut saya, pelayanan di pusat bahasa sudah cukup baik. Namun untuk mendapatkan layanan tersebut, juga dibutuhkan biaya yang mahal",1,1
diperbaiki lagi mekanismenya,0,0
Cukup baik,1,1
baik,0,1
Lebih ditingkatkan lagi,0,0
sudah cukup baik,0,0
tingkatkan lagi,0,0
Tak ada,1,1
baik,0,0
"Tetap semangat, ditingkatkan lagi saja ya!:)",0,0
semoga lebih bak lagi,0,0
Sdah baik,0,0
no,0,0
good,0,0
Semoga menjadi lebih baik.,0,0
Informasi yang berubah ubah dan menyulitkan mahasiswa untuk dapar layanan bahasa,0,0
sudah baik,0,0
very good,0,0
sudah sangat baik,0,0
lebih ditingkatkan dalam hal share,0,0
-,0,0
Sudah bagus,0,0
-,0,0
sangat baik,0,0
sudah baik untuk dikembangkan,0,0
-,0,0
bagus,0,0
please clean the water for bathing,1,1
aosfahfashfas,0,0
Tidak ada komentar,1,1
ngisi sangat puas karena biar cepet bukan karena emang puas,0,0
Lengkap,0,0
Untuk Layanan Pusat Bahasa sudah baik,0,1
tidak ada,0,0
puas,0,0
-,0,0
-,0,0
.,0,0
Sudah cukup baik,0,0
informasi tentang pusat bahasa harus di tingkatkan lagi,0,1
sudah bagus tetap dipertahankan,0,0
lebih di tingkatkan,1,1
saran/masukan,0,0
sangat baik,0,0
Jangan jutek eh,1,1
Baik,0,0
m,0,0
Baik,0,0
.,0,1
tidak ada,0,0
-,0,0
"keep smile, jgn pd jutek2",0,0
sudah bagus,0,0
kurang dipakai,1,1
Y,1,1
sudah baik,0,0
"sudah bagus, tingkatkan lagi",1,1
Lc is already a good place keep the good work !,0,0
cukup baik,0,0
I dont know about language center services,0,0
Lebih gencar dlm proses mengeluarkan informasi,0,0
sudah sangat baik. hanya kurangnya informasi tersebar,0,0
ok,0,0
Memuaskan,1,1
sangat bagus,1,1
timgkatkan,0,0
"bagus, tingkatkan",0,0
saya belum merasakan layanan pusat bahasa jadi belum bisa memberikan saran dan masukan,0,0
"layanan bahasa lebih di tingkatkan , info disebar ke berbagai grup Tel-u agar semua mhs mengetahuinya",0,0
cukup membantu mahasiswa,1,0
"Sudah baik, pertahankan",0,0
-,0,0
tidak ada saran karena semuanya sudah cukup baik,0,0
bagus,1,1
belum ada,0,0
tingkatan,0,0
"sudah bagus, tingkatkan lg",0,0
sudah bagus,0,0
.,1,1
tidak ada,1,1
ya,0,0
kurang ac.,0,0
............,1,1
bagus,0,1
sudah baik,0,0
tingkatkan,0,1
bagus,0,0
cukup baik,1,1
pas,1,0
sudah cukup baik,0,1
Semoga lebih baik lagi,0,0
lebih di tingkatkan lagi.,0,0
cukup baik,0,0
,0,0
tingkatkan!,1,0
sosialisasikan lebih lanjut,0,0
.,0,0
"cukup, tolong lebih ramah lagi",0,0
sudah baik,0,0
Kejauhan buat anak feb fkb. Mungkin bisa lokasinya ada di tengah tengah danau aja biar adil,0,1
sudah baik hanya perlu ditingkatkan lagi fasilitas yang kurang,0,0
Sudah baik. Hanya saja untuk mahasiswa reguler tahun ini kenapa tidak diperkenankan mengikuti eprt geatis,0,0
-,0,0
Layanan baik,0,0
sudah baik,1,1
puas,0,0
"layanan dalam pusat bahasa sudah baik, fasilitas sudah bagus",0,1
saya kurang tahu,1,1
pusat bahasa sudah bagus,0,0
"seperti yang di ketahui, layanan pusat dari bahasanya sudah bagus. alan tetapi harus di tingkatkan lagi agar bisa lebih baik lagi",0,0
tidak ada,1,1
Sudah baik namun harus menambah biaya,0,0
Cukup,0,0
puas,1,1
sudah bagus,1,1
lebih baik,0,0
semoga lebih baik lagi,0,0
Puas,0,0
leih dibaguskan lagi untuk pelayanannya,0,0
perbaiki lagi,1,1
baik,0,0
Cukup Baik,0,0
Sudah cukup bagus tapi masih perlu ditingkatkan,1,1
baaik,1,1
hkjhk,1,1
pelayanan sudah cukup memuaskan lebih ditingkatkan lagi,0,0
tingkatkan lagi,1,1
gooddddddd,0,0
pertahankan,1,1
-,0,1
baik,0,0
level untuk standar tesnya tingkatin lagi,0,0
-,0,0
baik,1,1
lebih ditingkatkan.,0,0
tolong lebih di perbaiki menjadi lebih baik dan terjadwal,0,0
"Bila yang tidak mengikuti layanan pusat bahasa itu tidak bisa merasakan layanan ini, seharusnya bila universitas ini ingin Go-Internasional, maka harus ditambah porsi bahasa luarnya untuk seluruh mahasiswa.",1,1
bagus,0,0
"i think if you want to share the information, why you don't put the posters in faculty building than just shared the information in only igracias, sometimes student didn't accessed it. the customer is well in servicing",0,0
cukup bagus,0,0
"Baik, tingkatkan lagi",1,1
layanan pusat bahasa kurang terjadwal. bagi kami mahasiswa yang belum speaking diawal tidak terjadwal dengan baik dan informasinya kurang lengkap. jadwal yang sudah dibuat juga masih sering di undur-undur jadi tidak sesuai dengan jadwal yang sudah di tentukan hal ini membuat menumpuknya maba yang belum melakukan speaking dan mendahulukan yang sudah bayar,0,0
-,0,0
belum tau,0,1
Bagus,0,1
tingkatkan,1,1
.,1,1
sudah cukup puas,0,0
"sejauh ini sudah baik, mohon dipertahankan dan lebih ditingkatkan lagi",0,0
sudah bagus,1,1
Baik,0,0
-,0,0
semoga lebih baik lagi untuk kedepannya,0,0
selama ini tidak ada masalah,0,0
ok,0,0
menerapkan sehari dalam seminggu proker language day,0,0
"Pelayanan kurang ramah, apalagi ketika melayani mahasiswa ada yang sambil makan dan tidak melihat ke mahasiswa. Sangat tidak memuaskan.",0,0
lebih baik lagi,0,0
lebihditingkatkan,0,1
bagus dan memuaskan,1,1
memuaskan,1,1
lebih di perbaiki aja dan lebih baik aja kedepannya,1,1
"tidak ada, menurut saya sudah bagus",0,0
sudah baik,1,1
terbaik,1,1
cukup baik,1,1
layanan pusat bahasa sudah baik dan bisa membantu mahasiswa dalam berbahasa,0,0
Good,1,1
sudah bagus,0,0
keep moving forward,0,0
dipermudah untuk tes TOEFL nya,0,0
tingkatkan,1,1
tetap tingkatkan,0,0
Lebih ditingkatkan,0,0
sudah bagus,0,1
Harus lebih ditingkatkan lagi,0,0
"sudah baik, tolong pertahankan dan kalau bisa di tingkatkan lagi",0,0
Lebih ditingkatkan lagi,0,0
sudah sangat baik,0,0
Tingkatkan,1,1
Bagus,1,1
tidak ada,0,0
tidak ada,0,0
Lebih d tingkatkan fasilitas penunjang,0,0
-,0,0
--,0,0
tingkatkan kualitas mentor karena berdasarkan pengalaman mengikuti ESAP sama sekali tidak memuaskan.,0,1
Sudah baik,0,0
.,0,0
sudah baik,0,0
,1,1
semoga semakin membaik untuk kedepannya,0,0
Terus ditingkatkan,1,1
sangat bagus,1,0
-,0,0
"layanan baik, mahasiswa terfasilitasi dan dimudahkan",0,0
Tidak tahu. Tidak pernah mengikutinya,0,0
ok,0,0
mungkin lebih berkompeten dalam menangani permasalahan,1,1
better,0,1
Sudah sangat baik,0,0
sudah cukup memuaskan,0,0
diharapkan semakin baik kedepannya,0,0
.,1,1
informasi kurnag jelas. kenyamanan ruangannya pun kurang. perlu ditingkatkan,1,1
air keran di kamar mandi banyak cacing,1,1
-,1,1
Ok,1,1
sudah cukup baik,1,1
semakin lebih baik lagi,1,1
ditingkatkan,0,0
Tingkatkan layanannya,1,0
Baguss,1,0
belom pernah kesana,0,0
cukup baik,0,0
pengumuman nya lebih diperbanyak,0,0
sudah baik tinggal tingkatkan lagi,1,1
Pertahankan dan tingkatkan lagi,0,0
Harus diperjelas lagi dan ditingkatkan kembali,0,0
lebih ditingkatkan,0,0
lumayan,0,0
Harap ditingkatkan,1,1
-,0,1
Wifiiii,0,0
kamar mandi tidak bersih,0,0
mmmmmm,0,0
Pusat bahasa sudah bagus tidak ada saran apa apa,1,1
tidak ada,0,0
Lebih baik lagi,0,0
belum pernah,0,1
.,1,1
baik,0,0
tidak pernah kepusat bahasa,1,1
Lebih di tingkatkan lagi dalam mengkoordinirnya,1,1
"layanan pusat bahasa seringkali tidak memberikan informasi yang jelas dan rinci, khususnya mengenai harga, sehingga saya merasa dirugikan. sebaiknya layanan pusat bahasa lebih bersifat transparan terhadap calon calon pendaftar",0,0
sudah baik,0,1
sudah bagus,1,1
tidak ada,1,1
"sudah baik, dan kedepannya bisa lebih baik lagi",1,1
Untuk layanan sudah berjalan dengan baik,1,1
.,1,1
"Sudah cukup baik, namun lebih baik lagi terutama pada saat ada mahasiswa yang hendak melakukan tes TOEFL, pihak pusat bahasa lebih memberikan informasi lebih rinci pada mahasiswa terutama tatacara dalam mengambi sertifikat TOEFL",0,0
tingkatkan,1,1
-,1,1
lebih ditingkatkan lagi,1,1
memberikan pelayanan yang lebih baik dari sebelumnya,0,0
tidak ada,0,0
"every time I go to the language center service , it closed but they stated that they will be back at the time. even at that time they are still out. I have been waiting for quite long. they also didn't give a detail information on the programme that they have",0,0
kurang tersosialisasi,0,0
semoga semakin baik,1,1
semoga kedepan lebih baik,0,0
"the lc is already comfort place for study, but i think it must be fun if the room get more facilities like dvd player etc",0,0
lebih ditingkatkan lagi,0,0
Baik,0,1
Semoga lebih baik,0,0
Tingkatkan layanan pusat bahasa karena sekarang agak ribet harus mendaftar sebagai member terlebih dahulu dan itu tidaklah murah. Terimakasih,0,0
harus bagus,0,0
for the language it absolutely help us for learn english,0,0
tidak ada,0,0
layanan pusat bahasa? dimana itu?,0,0
,0,0
Lanjutkan dan tingkatkan.,0,0
sudah cukup baik,1,1
Semua nya baik baik saja,0,0
layanan sudah baik dan cepat,0,0
"Sudah bagus, perbaiki saja sistem di ESAP nya agar tidak terjadi tumpukkan seperti tahun lalu",1,1
baik,0,0
mantap,0,0
sangat baik,1,1
nope,0,0
-,0,0
pelayanan pusat bahasa sudah baik,1,1
.,0,1
sosialisasi,0,1
lebih di tingkatkan lagi untuk kedepannya,0,1
Ghhfvc,0,0
mantap,1,1
Harus lebih baik,0,0
bagus,1,0
-,1,1
Lebih ditingkatkan lagi,0,0
menurut saya cukup,0,0
:v,0,0
di permudah lagi,0,1
"sebaiknya informasi yang diberikan lebih jelas lagi, karena terkadang informasi yang disampaikan kurang jelas hingga harus bertanya dan konfirmasi ulang",0,1
Jangan terlalu banyak istirahat,0,0
tidak memberikan jawaban EPRt terhadap mahasiswa yg mengikuti les khusus EPRt,0,0
kerja cepat tanggap dan pelayanan yang ramah,1,1
Harap segera ditingkatkan lagi.,0,0
.,1,0
untuk penempatan pencarian ruangan lebih baik di satu ruangan saja,0,0
"Sudah baik, tingkatkan lagi.",0,0
.,0,0
mengadakan layanan di kampus geger kalong,0,0
Sudah baik,1,0
bebas biaya seharusnya,0,1
"mungkin diperlukan nomor urut masuk untuk tes EPrT, supaya lebih tertib dan teratur. untuk selebihnya, sudah baik.",0,1
sudah baik,0,0
-,0,0
"Mengeruk keuntungan dari siswanya yg mengambil matkul b.inggris. Seharusnya tidak diwajibkan, kasihan mereka2 yang tidak memiliki cukup uang untuk membayarnya. Jika tetap masih ada ESAP, lebih baik disarankan untuk yg mau saja. Kita sudah bayar mahal untuk kuliah, tolong tidak usah menambah kerjaan kami!",0,1
Semua layanan  yang berada di kampus Telkom sudah baik pada layanan pusat bahasa,0,0
tingkatkan fasilitas wifinya dan perbanyak bank mandiri,0,0
sudah memuaskan,0,0
diperbaiki lagi agar mahasiswa nyaman melakukan perkuliahan,0,0
PAK DODI DA BEST,1,1
baik,0,0
"buku nya agak kurang,tetapi kalau kopi nya lumayan :v",1,1
semoga bisa lebih baik lagi dalam mengadakan suatu acara,0,0
"Saya mau ikut program yang paling bagus , cuma ga tau Informasinya , gedung pusat bahasa aja gatau dimana . terimakasih",1,1
baik,0,0
cukup baik,0,0
"diperbanyak acara tes EPRT, ECCT, dan tes lainnya yg bersifat serentak",0,0
Ok,0,0
saya kira sudah cukup baik,1,1
Jika bisa adakan event belajar bahasa inggris bersama,0,0
bagus,0,0
lebih ditingkatkan lagi.,0,0
sudah baik.,0,1
Lebih baik lagi ke depannya,0,0
layanan pusat bahasa sudah baik,0,0
lebih ditingkatkan,0,0
sudah bagus berfungsi sebagai mestinya,1,1
abc,0,0
-,0,0
-,0,0
semoga bisa lebih baik lagi,0,0
sangat baik,0,0
no comment,0,0
Baik,1,1
ditingkatkan lagi pelayanannya,0,0
ya,0,1
baiik,0,0
baik,0,1
"sudah cukup baik, harap ditingkatkan",0,0
sopan,0,0
tidak ada,0,1
tidak tahu,1,1
sudah baik,0,0
sangat baik,0,0
Oh,1,1
dimaksimalkan,1,1
Mantap,1,1
informasi masih sering kurang jelas terutama untuk ecct prodi mbti,0,0
Belum pernah ke layanan pusat bahasa,1,1
ditingkatlan lagi layanan,0,0
lebih baik lagi,1,1
sangat memuaskan,1,1
Harap LaC memperhatikan kursus bahasa asing selain bahasa inggris.,1,1
tingkatkan lagi,1,1
-,1,0
mantap,0,0
lebih ditingkatkan lagi,1,1
semoga lebih diperbaiki,1,1
"Sudah baik, lanjutkan agar lebih baik lagi",0,0
sudah bagus,0,0
Dipermudah,0,0
-,0,0
Mohon di permudahkan lagi pusat bahasanya karena agar mahasiswa tel-u bisa merasakan fasilitas layanan pusat bahasa dengan enak,0,0
Tingkatkan semuanya,1,1
lebih tingkatkan lagi,0,0
Cukup memadai,0,1
"Pusat bahasa sudah cukup baik dan lengkap, hanya fasilitasnya harus diperbaiki lagi",1,1
tidak ada,0,0
sedikit di perjelas cara cara untun pendaftaran dll,1,0
belajar bahasa harus menyenangkan seperti dengan mendengarkan lagu atau menonton film,0,1
-,0,0
gatau,0,0
tidak ada,0,0
sudah bagus,0,0
its good enough,1,1
Harus lebih ditingkatkan lagi,0,0
sudah baik,0,0
semoga tidak dipersulit untuk pengurusan eprt untuk mahasiswa yang mauh lulus,0,1
lebih ditingkatkan,1,1
sudah baik,0,0
buku di pepustakaan tentang asion di perbanyak lagi tolongggggggg,0,0
Semoga event-event yang mendukung softskill bahasa mahasiswa kedepannya berkembang ke bahasa-bahasa selain bahasa inggris :),1,1
baik,0,0
good,0,0
-,1,1
-,0,0
semoga bisa lebih baik lagi kedepannya,1,1
Sangat memuaskan,0,0
Tidak ada,0,0
sebaiknya sering emngadakan kegiatan umum yang berkaitan dengan pengingkatan skills berbicara speaking,0,1
masih harus ditingkatkan lagi,0,0
sudah baik,0,0
Tidak ada,1,0
ditingkatkan,0,0
,1,0
sudah cukup baik,0,0
tingkat kan,0,0
Tidak ada,0,0
Mohon di tingkatkan,0,0
semoga lebih baik lagi,1,0
Luar biasa,0,0
lebih baik lagi dalam ESAP,0,0
tidak ada,0,0
sudah baik,0,0
i just need more cup and more tea,1,1
semoga pusat bahasa semakin bisa membimbing mahasiswa,1,1
sudah bagus dan fasilitas sudah cukup memadai,0,0
tidak ada,0,1
ok,1,1
SErvg,0,0
tidak ada,0,0
"tingkatkan,banyak mahasiswa yang kebingungan dgn ruang tunggu",0,0
-,0,0
baik,1,0
lebih baik lagi,0,0
cukup baik,1,1
tingkatkan lgkualitas pelayanannya,0,0
Lumayan Puas,0,0
tidak ada,0,0
Lebih banyak info mengenai Pusat Bahasa.,0,0
lebih ditingkatkan lagi kinerjanya,0,0
sudah baik,1,1
,0,1
mantap,1,1
Tidak ada,0,0
lebih baik lagi,0,0
sudah baik,1,1
bagus perlu ditambahkan kualitasnya,0,0
Baik.,0,0
"segala informasi mengenai pusat bahasa lebih meluas, masih banyak mahasiswa yang belum tahu mengenai layanan pusat bahasa.",1,1
"saya belum pernah menggunakan layanan tersebut,jadi tidak dapat memberi saran",0,0
Maaf belum bisa kasih masukan,0,0
bagus,0,0
sudah sangat memuaskan tingkatkan lagi,0,0
untuk pelayanan nya sebaikmya dilakukan lebih cepat,0,1
saran : jadi yang terbaik,0,0
tidak ada,0,0
untuk layanan pusat bahasa saya kurang tau karena  saya tidak terjun daidalamnya.,0,1
Lebih ditingkatkan lagi,0,0
sudah bagus,0,1
Tidak ada,0,1
Lebih baik lagi,0,0
Cukup baik,0,0
cukup bagus,0,0
-,0,0
memuaskan dan pelayanan cepat,1,1
Semoga lebih ramah dan informatif dalam melayani mahasiswa,1,1
"Layanan pusat bahasa sudah baik, integrasi dengan iGracias sudah baik. Mungkin boleh adakan beberapa kali untuk workshop gratis tips-tips mengerjakan TOEFL.",0,1
bagus,1,1
adakan pelatihan bahasa asing yang tidak mahal,0,0
tidak ada,0,1
sudah bagus baik hanya petugasnya kurang ramah,0,1
pelayanan yang diberikan seharusnya sesuai dengan apa yang akan di dapatkan lebih di tingkatkan lagi pelayanannya,0,0
"Pusat bahasa di Telkom sangat baik, karena memiliki layanan yg lengkap",0,0
Harus diperjelas tentang informasi layanan pusat bahasa,0,0
sudak cukup baik,0,0
-,1,1
"Sudah baik, diharap kedepannya lebih baik lagi.",0,0
menjadi lebih baik lagi,1,0
Mengadakan les bahasa inggris gratis. Lesnya untuk memandu untuk menjawab tes eprt dan ecct,0,0
sudah baik tetapi lebih baik di tingkatkan lagi kuliatasnya,0,0
cukup bagus,0,0
"Sudah semakin baik daripada tahun lalu, semoga ada banyak peningkatan lagi kedepannya. semoga info yang diberikan itu cepat sampai, agar tidak terjadi kesalah pahaman masalah batas retake ECCT ataupun EPrT, selain itu TAK ILCF tahun 2015 belum diinputkan.",0,0
bahasa internasionalnya lebih di perbanyak dan informasi tentang kursus nya di perluas agar semua pihak kampus mengetahuinya,1,1
belum pernah,1,1
-,0,1
-,0,0
Layanan pusat Bahasa sudah cukup baik dalam melayani mahasiswa.,0,1
ditingkatkan lagi untuk kedepannya,0,0
-,1,1
"dibenahi lagi tempatnya , karena tidak kondusif dekat dengan kelas lain",1,0
cukup memadai dengan tempat yang diberikan,0,0
bagus,0,0
baik,0,0
sudah cukup baik,0,0
Tingkatkan terus,0,0
lebih diperbanyak ruangannya agar pada saat esap tidak berebut,0,0
lebih di tingkatkan lagi untuk memberikan informasi ke pada mahasiswa baru dan masiswa yang berada di kos,0,1
bagus,0,0
bahasanya kurang beragam,1,1
Bagus,0,0
update ke yg lebih baik aja,0,0
internetnya mohon dipercepat,0,1
Lebih baik,0,0
tidak ada,0,0
tidak ada,0,0
Tidak ada saran,1,1
-,0,0
.,0,0
kurang tersosialisasi,0,0
sudah baik,1,0
mohon untuk ditingkatkan lagi,0,0
Tidak ada,0,0
belum pernah,0,0
biaya,0,0
A,1,1
sudah sangat baik dalam pelayanannya,0,0
Pelayanan yang ada sudah baik,0,0
lebih ditingkatkan lagi,0,1
-,0,0
baik,0,0
"pusat bahasa sudah bagus, mungkin program kelas kursus infonya dapat lebih umum",0,0
fasilitas yang ada harus dilengkapi,1,1
bagus,0,0
sangat baik dan ckup jelas,0,0
sangat baik,0,0
good ya,0,0
lebih ditingkatkan,1,1
sudah baik,0,0
Bagus,0,0
lebih ditingkatkan lagi pelayanannya,1,1
Lumayan baik,1,1
bagus,1,1
"..,/.,",0,0
makin ditingkatkan lagi dari segi bidang apapun,1,1
sudah cukup,1,1
bik sangat memuaskan,0,0
OK,1,1
Sudah Baik,1,0
dalam pusat bahasa tidak terlal jelas tentang jadwal,0,0
lumayan bagus,1,1
Y,0,0
Sudah baik dan ditingkatkan lagi,0,0
sudah baik dan ditingkatkan lagi,0,0
Lebih ditingkatkan lagi,0,0
sudah cukup,0,0
lebih di perbagus lagi,0,0
Ditinggkatkan lagi,0,0
sudah bagus,1,1
"menurut saya baik, tetapi tetap perlu ditingkatkan lagi.",0,0
lebih di lengkapin lagi fasilitasnya,0,0
baik,0,0
Diperbaiki lebih baik lagi.,0,0
cukup bagus,0,0
sudah cukup baik,1,1
o,0,0
sudah sangat bagus dan membuat kita nyaman,0,0
wonderful,0,0
lebih baik,1,1
Mantap lah,0,0
tidak tau juga,0,0
layanan pusat bahasa sudah bagus dan ramah,0,0
bagus,0,0
gada,0,0
Sangatlah baik,0,0
Baik,0,0
layanan pusat bahasa menurut saya lebih mementingkan uang dari pada skill mahasiswa,0,0
"Bagus, Pertahankan layanan nya",0,0
.,1,1
tidak ada,0,0
tingkatkan,0,0
bagus,0,1
sudah bagus,0,0
pusat bahasa sudah sangat lengkap dan pelayanan juga sudah bagus/,0,1
nothing its enough,0,0
sejauh ini sudah baik,0,0
cukup puas,1,1
cukup,1,1
sudah baik,0,1
Bagus,1,1
mohon pelayanannya ditingkatkan lagi,0,0
sudah baik,0,0
Sudah baik,0,1
mohon untuk ditingkatkan lagi pelayananya,0,0
sudah cukup bagus untuk layanan pusat bahasa,0,0
Tingkatkan kinerja para pegawainya dan perbanyak ramah kepada para mahasiswa,0,0
-,0,1
-,1,1
tingkatkan,0,0
semoga lebih baik,0,0
ditingkatkan kembali layanan nya,0,1
tingkatkan,0,0
ok,0,0
bagus,1,1
"menggunakan bahasa inggris ketika bercakap dengan mahasiswa baik itu yang sedang mengurus eprt, toefl, dsb.",0,1
sudah baik,0,1
Tidak Ada,0,1
Belum ada saran,0,0
"Sudah sangat bagus, kalau bisa tutupnya jangan cepat""..",0,0
perlu ditingkatkan lagi,0,0
Cukup puas,1,1
bagus,0,0
"untuk layanan pusat bahasa sudah bagus, saran saya untuk di pertahankan dan di tingkatkan lagi layanannya",1,1
,0,0
"sudah baik, lanjutkan",0,0
tingkatkan menjadi lebih baik,1,1
lebih ditingkatkan lagi layanan nya,0,0
sering berikan info saja,0,1
Layanan Pusat Bahasa masih perlu disosialisasikan lagi,1,1
bagus,0,0
-,1,1
baik,1,1
semoga lebih baik lagi kedepan nya,0,0
tidak terlalu mengetahui layanan pusat bahasa,0,1
tingkatkan lagi,1,1
good,0,1
"saya belum pernah menggunakan layanan tersebut, tapi pernah mampir untuk bertanya. dan tampaknya bagus-bagus saja",0,0
Lebih ditingkatkan kembali,0,0
sudah baik,1,1
informasi tentang tes toefl/toeic atau tes-tes lain lebih ditingkatkan lagi dengan memposting di official account telkom university.,1,1
kiranya lebih berkompetensi,1,1
sudah baik,0,1
Di perbanyak info kegiatan pengembangan bahasanya,0,0
semoga kedepannya bisa lebih baik dari segala aspek. telkom harus lebih majuuu,0,0
baik,1,1
lama mengajarnya ditambah,1,0
Diperbaiki lagi,0,0
please give more information about the other language besides english,0,0
"tidak ada, terima kasih",0,0
sangat baik karena lengkap,0,0
Info masih sulit didapat,0,0
"pusat bahasa dalam pelayanan sudah cukup baik, namun alat yang digunakan untuk kegiatannya seperti Eprt harus diperbaharui",0,0
sudah cukup bagus hanya saja kurang banyak tempat yang disediakan sehingga mahasiswa kadang harus mengantri berjam-jam untuk mengikuti kegiatan ESAP,0,0
lebih dimudahkan spt ESAP etc.,0,1
cukup baik,0,0
bagus sekali,0,0
Lebih di sounding lagi buat kedepanya,0,0
di perbanyak tempat seperti yang diruang khusus untuk mahasiswa dapat belajar kelompok. bukan duduk lesehan di lantai,0,0
Sudah memuaskan,0,0
lebih baik lagi,0,0
Good,0,1
baik,0,1
baik,0,0
-,0,1
-,0,0
Sering buat kegiatan bertema kebudayaan,0,0
lanjutkan,0,0
Lebih kreatif,0,0
"tidak ada, belum pernah ke pusat bahasa",1,0
"Belum pernah kesana, jadi mungkin lebih baik dari yang sudah baik sekarang",0,0
pelayanannya baik. disana kita bisa memilih paket kelas yang diinginkan,1,1
maju terus pandang mundur,0,0
One day print sertifikat mahal 100ribu,0,0
lebih gencar promosinya,0,0
mantap,0,1
kalau bisa adakan bimbingan langsung oleh native speaker,0,0
sangat bagus dan sangat membantu para mahasiswa,0,0
belum tau karen belum pernah,0,0
tidak ada.,0,0
sangat baik,0,0
ruang tes harap diperbanyak,0,0
a,1,0
Tingkatkan,0,0
tidak ada,0,0
semoga lebih baik lagi,1,1
selalu memberikan layanan terbaik di pusat bahasa,0,0
lebih diperhitungkan untuk penentuan jadwalnya agar tidak terlalu pagi dan tidak terlalu sore,0,0
Sudah bagus,0,0
semua sudah baik,1,1
Lebih semangat lagi,0,0
baguss,1,1
no comment,1,1
-,0,0
perbanyak materi bahasa-bahasa baru untuk dipelajari,0,0
lanjutkan,0,0
tidak ada,0,0
sudah bagus tetapi lebih di tingkatkan lagi,0,0
saya hanya ingin parkiran motor diperbaiki,0,0
sip,0,0
